DATE;RX1 Comdty;;DATE;TY1 Comdty;;DATE;IK1 Comdty;;DATE;OE1 Comdty;;DATE;DU1 Comdty
2011-09-22 00:00:00;111,8;;2011-11-09 00:00:00;108,87;;2019-05-28 00:00:00;120,48;;2011-09-22 00:00:00;109,19;;2011-09-22 00:00:00;106,6
2011-09-23 00:00:00;111,45;;2011-11-10 00:00:00;108,48;;2019-05-29 00:00:00;121,02;;2011-09-23 00:00:00;109,11;;2011-09-23 00:00:00;106,63
2011-09-26 00:00:00;110,76;;2011-11-11 00:00:00;108,01;;2019-05-30 00:00:00;120,95;;2011-09-26 00:00:00;108,83;;2011-09-26 00:00:00;106,54
2011-09-27 00:00:00;109,64;;2011-11-14 00:00:00;108,57;;2019-05-31 00:00:00;120,87;;2011-09-27 00:00:00;108,24;;2011-09-27 00:00:00;106,34
2011-09-28 00:00:00;109,46;;2011-11-15 00:00:00;108,46;;2019-06-03 00:00:00;121,66;;2011-09-28 00:00:00;108,1;;2011-09-28 00:00:00;106,28
2011-09-29 00:00:00;109,13;;2011-11-16 00:00:00;108,61;;2019-06-04 00:00:00;122,03;;2011-09-29 00:00:00;107,98;;2011-09-29 00:00:00;106,21
2011-09-30 00:00:00;110,13;;2011-11-17 00:00:00;108,88;;2019-06-05 00:00:00;122,2;;2011-09-30 00:00:00;108,46;;2011-09-30 00:00:00;106,31
2011-10-03 00:00:00;110,9;;2011-11-18 00:00:00;108,44;;2019-06-06 00:00:00;122,28;;2011-10-03 00:00:00;108,86;;2011-10-03 00:00:00;106,46
2011-10-04 00:00:00;111,55;;2011-11-21 00:00:00;108,67;;2019-06-07 00:00:00;123,55;;2011-10-04 00:00:00;109,17;;2011-10-04 00:00:00;106,53
2011-10-05 00:00:00;110,59;;2011-11-22 00:00:00;108,85;;2019-06-10 00:00:00;123,62;;2011-10-05 00:00:00;108,75;;2011-10-05 00:00:00;106,45
2011-10-06 00:00:00;109,64;;2011-11-23 00:00:00;109,2;;2019-06-11 00:00:00;124,08;;2011-10-06 00:00:00;108,18;;2011-10-06 00:00:00;106,18
2011-10-07 00:00:00;109,26;;2011-11-25 00:00:00;108,74;;2019-06-12 00:00:00;123,2;;2011-10-07 00:00:00;108,08;;2011-10-07 00:00:00;106,22
2011-10-10 00:00:00;108,62;;2011-11-28 00:00:00;108,79;;2019-06-13 00:00:00;123,65;;2011-10-10 00:00:00;107,77;;2011-10-10 00:00:00;106,16
2011-10-11 00:00:00;108,57;;2011-11-29 00:00:00;108,58;;2019-06-14 00:00:00;124,17;;2011-10-11 00:00:00;107,77;;2011-10-11 00:00:00;106,16
2011-10-12 00:00:00;107,77;;2011-11-30 00:00:00;108,32;;2019-06-17 00:00:00;124,45;;2011-10-12 00:00:00;107,39;;2011-10-12 00:00:00;106,07
2011-10-13 00:00:00;108,44;;2011-12-01 00:00:00;108,18;;2019-06-18 00:00:00;126,38;;2011-10-13 00:00:00;107,77;;2011-10-13 00:00:00;106,19
2011-10-14 00:00:00;107,64;;2011-12-02 00:00:00;108,61;;2019-06-19 00:00:00;126,16;;2011-10-14 00:00:00;107,46;;2011-10-14 00:00:00;106,12
2011-10-17 00:00:00;108,62;;2011-12-05 00:00:00;108,53;;2019-06-20 00:00:00;126;;2011-10-17 00:00:00;108,05;;2011-10-17 00:00:00;106,3
2011-10-18 00:00:00;109,4;;2011-12-06 00:00:00;108,32;;2019-06-21 00:00:00;125,65;;2011-10-18 00:00:00;108,34;;2011-10-18 00:00:00;106,31
2011-10-19 00:00:00;109;;2011-12-07 00:00:00;108,83;;2019-06-24 00:00:00;125,73;;2011-10-19 00:00:00;108,13;;2011-10-19 00:00:00;106,22
2011-10-20 00:00:00;109,28;;2011-12-08 00:00:00;109,17;;2019-06-25 00:00:00;125,74;;2011-10-20 00:00:00;108,18;;2011-10-20 00:00:00;106,22
2011-10-21 00:00:00;108,66;;2011-12-09 00:00:00;108,72;;2019-06-26 00:00:00;125,86;;2011-10-21 00:00:00;107,87;;2011-10-21 00:00:00;106,15
2011-10-24 00:00:00;108,75;;2011-12-12 00:00:00;109,05;;2019-06-27 00:00:00;125,96;;2011-10-24 00:00:00;107,95;;2011-10-24 00:00:00;106,2
2011-10-25 00:00:00;109,14;;2011-12-13 00:00:00;109,28;;2019-06-28 00:00:00;126,47;;2011-10-25 00:00:00;108,32;;2011-10-25 00:00:00;106,34
2011-10-26 00:00:00;109,43;;2011-12-14 00:00:00;109,53;;2019-07-01 00:00:00;127,96;;2011-10-26 00:00:00;108,65;;2011-10-26 00:00:00;106,44
2011-10-27 00:00:00;107,89;;2011-12-15 00:00:00;109,43;;2019-07-02 00:00:00;128,55;;2011-10-27 00:00:00;107,8;;2011-10-27 00:00:00;106,15
2011-10-28 00:00:00;107,86;;2011-12-16 00:00:00;109,82;;2019-07-03 00:00:00;130,77;;2011-10-28 00:00:00;107,88;;2011-10-28 00:00:00;106,2
2011-10-31 00:00:00;109,31;;2011-12-19 00:00:00;109,96;;2019-07-04 00:00:00;130,58;;2011-10-31 00:00:00;108,64;;2011-10-31 00:00:00;106,38
2011-11-01 00:00:00;111,47;;2011-12-20 00:00:00;109,37;;2019-07-05 00:00:00;129,7;;2011-11-01 00:00:00;109,63;;2011-11-01 00:00:00;106,63
2011-11-02 00:00:00;111;;2011-12-21 00:00:00;109,2;;2019-07-08 00:00:00;129,63;;2011-11-02 00:00:00;109,46;;2011-11-02 00:00:00;106,61
2011-11-03 00:00:00;110,44;;2011-12-22 00:00:00;109,23;;2019-07-09 00:00:00;129,69;;2011-11-03 00:00:00;109,34;;2011-11-03 00:00:00;106,65
2011-11-04 00:00:00;111,03;;2011-12-23 00:00:00;108,73;;2019-07-10 00:00:00;129,75;;2011-11-04 00:00:00;109,59;;2011-11-04 00:00:00;106,64
2011-11-07 00:00:00;111,28;;2011-12-27 00:00:00;108,81;;2019-07-11 00:00:00;129,87;;2011-11-07 00:00:00;109,78;;2011-11-07 00:00:00;106,66
2011-11-08 00:00:00;111,38;;2011-12-28 00:00:00;109,44;;2019-07-12 00:00:00;129,67;;2011-11-08 00:00:00;109,76;;2011-11-08 00:00:00;106,63
2011-11-09 00:00:00;112,01;;2011-12-29 00:00:00;109,55;;2019-07-15 00:00:00;130,57;;2011-11-09 00:00:00;109,94;;2011-11-09 00:00:00;106,71
2011-11-10 00:00:00;111,8;;2011-12-30 00:00:00;109,79;;2019-07-16 00:00:00;130,89;;2011-11-10 00:00:00;109,85;;2011-11-10 00:00:00;106,75
2011-11-11 00:00:00;110,75;;2012-01-03 00:00:00;109,3;;2019-07-17 00:00:00;131,03;;2011-11-11 00:00:00;109,39;;2011-11-11 00:00:00;106,67
2011-11-14 00:00:00;111,56;;2012-01-04 00:00:00;109,17;;2019-07-18 00:00:00;131,39;;2011-11-14 00:00:00;109,81;;2011-11-14 00:00:00;106,77
2011-11-15 00:00:00;111,92;;2012-01-05 00:00:00;109,27;;2019-07-19 00:00:00;130,95;;2011-11-15 00:00:00;110,04;;2011-11-15 00:00:00;106,82
2011-11-16 00:00:00;111,47;;2012-01-06 00:00:00;109,47;;2019-07-22 00:00:00;130,35;;2011-11-16 00:00:00;109,7;;2011-11-16 00:00:00;106,74
2011-11-17 00:00:00;110,8;;2012-01-09 00:00:00;109,57;;2019-07-23 00:00:00;131,01;;2011-11-17 00:00:00;109,34;;2011-11-17 00:00:00;106,66
2011-11-18 00:00:00;110,14;;2012-01-10 00:00:00;109,45;;2019-07-24 00:00:00;132,05;;2011-11-18 00:00:00;109,03;;2011-11-18 00:00:00;106,6
2011-11-21 00:00:00;110,67;;2012-01-11 00:00:00;109,85;;2019-07-25 00:00:00;131,82;;2011-11-21 00:00:00;109,34;;2011-11-21 00:00:00;106,7
2011-11-22 00:00:00;110,75;;2012-01-12 00:00:00;109,66;;2019-07-26 00:00:00;131,32;;2011-11-22 00:00:00;109,51;;2011-11-22 00:00:00;106,76
2011-11-23 00:00:00;109,58;;2012-01-13 00:00:00;110,14;;2019-07-29 00:00:00;131,32;;2011-11-23 00:00:00;109,05;;2011-11-23 00:00:00;106,65
2011-11-24 00:00:00;108,97;;2012-01-17 00:00:00;110,18;;2019-07-30 00:00:00;131,22;;2011-11-24 00:00:00;108,66;;2011-11-24 00:00:00;106,57
2011-11-25 00:00:00;108,22;;2012-01-18 00:00:00;109,91;;2019-07-31 00:00:00;131,66;;2011-11-25 00:00:00;108,47;;2011-11-25 00:00:00;106,6
2011-11-28 00:00:00;108,03;;2012-01-19 00:00:00;109,44;;2019-08-01 00:00:00;131,51;;2011-11-28 00:00:00;108,34;;2011-11-28 00:00:00;106,63
2011-11-29 00:00:00;107,63;;2012-01-20 00:00:00;109,07;;2019-08-02 00:00:00;131,67;;2011-11-29 00:00:00;108,21;;2011-11-29 00:00:00;106,66
2011-11-30 00:00:00;107,98;;2012-01-23 00:00:00;108,83;;2019-08-05 00:00:00;131,52;;2011-11-30 00:00:00;108,9;;2011-11-30 00:00:00;106,88
2011-12-01 00:00:00;108,83;;2012-01-24 00:00:00;108,93;;2019-08-06 00:00:00;132,02;;2011-12-01 00:00:00;109,35;;2011-12-01 00:00:00;106,93
2011-12-02 00:00:00;109,34;;2012-01-25 00:00:00;109,49;;2019-08-07 00:00:00;133,23;;2011-12-02 00:00:00;109,49;;2011-12-02 00:00:00;106,93
2011-12-05 00:00:00;108,79;;2012-01-26 00:00:00;110,05;;2019-08-08 00:00:00;131,85;;2011-12-05 00:00:00;109,26;;2011-12-05 00:00:00;106,85
2011-12-06 00:00:00;108,75;;2012-01-27 00:00:00;110,29;;2019-08-09 00:00:00;129,05;;2011-12-06 00:00:00;109,17;;2011-12-06 00:00:00;106,83
2011-12-07 00:00:00;109,34;;2012-01-30 00:00:00;110,55;;2019-08-12 00:00:00;129,94;;2011-12-07 00:00:00;109,47;;2011-12-07 00:00:00;106,94
2011-12-08 00:00:00;110,16;;2012-01-31 00:00:00;110,73;;2019-08-13 00:00:00;131,14;;2011-12-08 00:00:00;110,01;;2011-12-08 00:00:00;107,02
2011-12-09 00:00:00;109;;2012-02-01 00:00:00;110,51;;2019-08-14 00:00:00;131,98;;2011-12-09 00:00:00;109,45;;2011-12-09 00:00:00;106,9
2011-12-12 00:00:00;109,94;;2012-02-02 00:00:00;110,67;;2019-08-15 00:00:00;134,02;;2011-12-12 00:00:00;109,95;;2011-12-12 00:00:00;107,04
2011-12-13 00:00:00;109,99;;2012-02-03 00:00:00;109,96;;2019-08-16 00:00:00;133,17;;2011-12-13 00:00:00;109,92;;2011-12-13 00:00:00;107,02
2011-12-14 00:00:00;111;;2012-02-06 00:00:00;110,25;;2019-08-19 00:00:00;132,93;;2011-12-14 00:00:00;110,39;;2011-12-14 00:00:00;107,05
2011-12-15 00:00:00;110,82;;2012-02-07 00:00:00;109,81;;2019-08-20 00:00:00;134;;2011-12-15 00:00:00;110,29;;2011-12-15 00:00:00;107,06
2011-12-16 00:00:00;111,58;;2012-02-08 00:00:00;109,76;;2019-08-21 00:00:00;134,09;;2011-12-16 00:00:00;110,67;;2011-12-16 00:00:00;107,14
2011-12-19 00:00:00;111,43;;2012-02-09 00:00:00;109,5;;2019-08-22 00:00:00;134,14;;2011-12-19 00:00:00;110,61;;2011-12-19 00:00:00;107,14
2011-12-20 00:00:00;110,71;;2012-02-10 00:00:00;110,01;;2019-08-23 00:00:00;134,32;;2011-12-20 00:00:00;110,33;;2011-12-20 00:00:00;107,12
2011-12-21 00:00:00;110,98;;2012-02-13 00:00:00;109,79;;2019-08-26 00:00:00;134,23;;2011-12-21 00:00:00;110,38;;2011-12-21 00:00:00;107,09
2011-12-22 00:00:00;110,98;;2012-02-14 00:00:00;110,13;;2019-08-27 00:00:00;136,07;;2011-12-22 00:00:00;110,33;;2011-12-22 00:00:00;107,09
2011-12-23 00:00:00;110,75;;2012-02-15 00:00:00;110,17;;2019-08-28 00:00:00;137,04;;2011-12-23 00:00:00;110,23;;2011-12-23 00:00:00;107,08
2011-12-27 00:00:00;111,1;;2012-02-16 00:00:00;109,67;;2019-08-29 00:00:00;137,43;;2011-12-27 00:00:00;110,51;;2011-12-27 00:00:00;107,23
2011-12-28 00:00:00;111,28;;2012-02-17 00:00:00;109,62;;2019-08-30 00:00:00;136,84;;2011-12-28 00:00:00;110,52;;2011-12-28 00:00:00;107,22
2011-12-29 00:00:00;111,85;;2012-02-21 00:00:00;109,38;;2019-09-02 00:00:00;137,21;;2011-12-29 00:00:00;110,82;;2011-12-29 00:00:00;107,25
2011-12-30 00:00:00;111,95;;2012-02-22 00:00:00;109,72;;2019-09-03 00:00:00;138,17;;2011-12-30 00:00:00;110,96;;2011-12-30 00:00:00;107,22
2012-01-02 00:00:00;111,27;;2012-02-23 00:00:00;109,85;;2019-09-04 00:00:00;138,69;;2012-01-02 00:00:00;110,64;;2012-01-02 00:00:00;107,14
2012-01-03 00:00:00;111,35;;2012-02-24 00:00:00;109,84;;2019-09-05 00:00:00;137,58;;2012-01-03 00:00:00;110,71;;2012-01-03 00:00:00;107,17
2012-01-04 00:00:00;111,19;;2012-02-27 00:00:00;110,21;;2019-09-06 00:00:00;138,25;;2012-01-04 00:00:00;110,62;;2012-01-04 00:00:00;107,18
2012-01-05 00:00:00;111,75;;2012-02-28 00:00:00;110,25;;2019-09-09 00:00:00;137,32;;2012-01-05 00:00:00;110,84;;2012-01-05 00:00:00;107,22
2012-01-06 00:00:00;111,79;;2012-02-29 00:00:00;109,91;;2019-09-10 00:00:00;136,62;;2012-01-06 00:00:00;110,86;;2012-01-06 00:00:00;107,23
2012-01-09 00:00:00;112;;2012-03-01 00:00:00;109,59;;2019-09-11 00:00:00;137,31;;2012-01-09 00:00:00;110,96;;2012-01-09 00:00:00;107,28
2012-01-10 00:00:00;111,69;;2012-03-02 00:00:00;110,01;;2019-09-12 00:00:00;138,74;;2012-01-10 00:00:00;110,71;;2012-01-10 00:00:00;107,23
2012-01-11 00:00:00;112,2;;2012-03-05 00:00:00;109,85;;2019-09-13 00:00:00;138,23;;2012-01-11 00:00:00;111,09;;2012-01-11 00:00:00;107,27
2012-01-12 00:00:00;112,05;;2012-03-06 00:00:00;110,29;;2019-09-16 00:00:00;138,63;;2012-01-12 00:00:00;111,07;;2012-01-12 00:00:00;107,25
2012-01-13 00:00:00;112,68;;2012-03-07 00:00:00;110,12;;2019-09-17 00:00:00;137,83;;2012-01-13 00:00:00;111,37;;2012-01-13 00:00:00;107,29
2012-01-16 00:00:00;112,61;;2012-03-08 00:00:00;109,87;;2019-09-18 00:00:00;138,3;;2012-01-16 00:00:00;111,35;;2012-01-16 00:00:00;107,3
2012-01-17 00:00:00;112,47;;2012-03-09 00:00:00;109,74;;2019-09-19 00:00:00;138,17;;2012-01-17 00:00:00;111,22;;2012-01-17 00:00:00;107,25
2012-01-18 00:00:00;112,62;;2012-03-12 00:00:00;109,75;;2019-09-20 00:00:00;137,88;;2012-01-18 00:00:00;111,22;;2012-01-18 00:00:00;107,22
2012-01-19 00:00:00;111,89;;2012-03-13 00:00:00;109,25;;2019-09-23 00:00:00;138,8;;2012-01-19 00:00:00;110,84;;2012-01-19 00:00:00;107,18
2012-01-20 00:00:00;111,21;;2012-03-14 00:00:00;108,21;;2019-09-24 00:00:00;138,86;;2012-01-20 00:00:00;110,59;;2012-01-20 00:00:00;107,19
2012-01-23 00:00:00;110,66;;2012-03-15 00:00:00;108,3;;2019-09-25 00:00:00;138,82;;2012-01-23 00:00:00;110,47;;2012-01-23 00:00:00;107,22
2012-01-24 00:00:00;110,55;;2012-03-16 00:00:00;108,05;;2019-09-26 00:00:00;138,89;;2012-01-24 00:00:00;110,37;;2012-01-24 00:00:00;107,18
2012-01-25 00:00:00;110,97;;2012-03-19 00:00:00;107,62;;2019-09-27 00:00:00;138,84;;2012-01-25 00:00:00;110,58;;2012-01-25 00:00:00;107,23
2012-01-26 00:00:00;111,67;;2012-03-20 00:00:00;107,63;;2019-09-30 00:00:00;139;;2012-01-26 00:00:00;111;;2012-01-26 00:00:00;107,26
2012-01-27 00:00:00;111,83;;2012-03-21 00:00:00;108,17;;2019-10-01 00:00:00;138,69;;2012-01-27 00:00:00;111,05;;2012-01-27 00:00:00;107,25
2012-01-30 00:00:00;112,46;;2012-03-22 00:00:00;108,31;;2019-10-02 00:00:00;138,11;;2012-01-30 00:00:00;111,29;;2012-01-30 00:00:00;107,28
2012-01-31 00:00:00;112,5;;2012-03-23 00:00:00;108,58;;2019-10-03 00:00:00;138,85;;2012-01-31 00:00:00;111,41;;2012-01-31 00:00:00;107,3
2012-02-01 00:00:00;112,11;;2012-03-26 00:00:00;108,59;;2019-10-04 00:00:00;138,79;;2012-02-01 00:00:00;111,23;;2012-02-01 00:00:00;107,28
2012-02-02 00:00:00;111,98;;2012-03-27 00:00:00;109,04;;2019-10-07 00:00:00;138,55;;2012-02-02 00:00:00;111,1;;2012-02-02 00:00:00;107,22
2012-02-03 00:00:00;111,37;;2012-03-28 00:00:00;109,02;;2019-10-08 00:00:00;138,61;;2012-02-03 00:00:00;110,84;;2012-02-03 00:00:00;107,22
2012-02-06 00:00:00;111,62;;2012-03-29 00:00:00;109,3;;2019-10-09 00:00:00;138,38;;2012-02-06 00:00:00;111,04;;2012-02-06 00:00:00;107,26
2012-02-07 00:00:00;111,07;;2012-03-30 00:00:00;108,94;;2019-10-10 00:00:00;137,44;;2012-02-07 00:00:00;110,72;;2012-02-07 00:00:00;107,2
2012-02-08 00:00:00;110,99;;2012-04-02 00:00:00;109,13;;2019-10-11 00:00:00;137,61;;2012-02-08 00:00:00;110,65;;2012-02-08 00:00:00;107,15
2012-02-09 00:00:00;110,39;;2012-04-03 00:00:00;108,47;;2019-10-14 00:00:00;137,92;;2012-02-09 00:00:00;110,4;;2012-02-09 00:00:00;107,11
2012-02-10 00:00:00;111,3;;2012-04-04 00:00:00;108,85;;2019-10-15 00:00:00;137,6;;2012-02-10 00:00:00;110,83;;2012-02-10 00:00:00;107,15
2012-02-13 00:00:00;111,3;;2012-04-05 00:00:00;109,35;;2019-10-16 00:00:00;137,88;;2012-02-13 00:00:00;110,8;;2012-02-13 00:00:00;107,14
2012-02-14 00:00:00;111,53;;2012-04-06 00:00:00;110,26;;2019-10-17 00:00:00;138,12;;2012-02-14 00:00:00;110,86;;2012-02-14 00:00:00;107,15
2012-02-15 00:00:00;111,99;;2012-04-09 00:00:00;110,34;;2019-10-18 00:00:00;137,87;;2012-02-15 00:00:00;111,12;;2012-02-15 00:00:00;107,21
2012-02-16 00:00:00;111,94;;2012-04-10 00:00:00;110,72;;2019-10-21 00:00:00;137,22;;2012-02-16 00:00:00;111,04;;2012-02-16 00:00:00;107,18
2012-02-17 00:00:00;111,45;;2012-04-11 00:00:00;110,5;;2019-10-22 00:00:00;137,93;;2012-02-17 00:00:00;110,84;;2012-02-17 00:00:00;107,15
2012-02-20 00:00:00;111,09;;2012-04-12 00:00:00;110,34;;2019-10-23 00:00:00;137,66;;2012-02-20 00:00:00;110,72;;2012-02-20 00:00:00;107,13
2012-02-21 00:00:00;111,08;;2012-04-13 00:00:00;110,67;;2019-10-24 00:00:00;138;;2012-02-21 00:00:00;110,73;;2012-02-21 00:00:00;107,14
2012-02-22 00:00:00;111,54;;2012-04-16 00:00:00;110,8;;2019-10-25 00:00:00;137,57;;2012-02-22 00:00:00;110,91;;2012-02-22 00:00:00;107,14
2012-02-23 00:00:00;111,94;;2012-04-17 00:00:00;110,57;;2019-10-28 00:00:00;136,97;;2012-02-23 00:00:00;111,08;;2012-02-23 00:00:00;107,17
2012-02-24 00:00:00;111,94;;2012-04-18 00:00:00;110,69;;2019-10-29 00:00:00;137,14;;2012-02-24 00:00:00;111,15;;2012-02-24 00:00:00;107,2
2012-02-27 00:00:00;112,51;;2012-04-19 00:00:00;110,86;;2019-10-30 00:00:00;136,98;;2012-02-27 00:00:00;111,46;;2012-02-27 00:00:00;107,28
2012-02-28 00:00:00;112,77;;2012-04-20 00:00:00;110,79;;2019-10-31 00:00:00;137,7;;2012-02-28 00:00:00;111,5;;2012-02-28 00:00:00;107,28
2012-02-29 00:00:00;112,64;;2012-04-23 00:00:00;111,05;;2019-11-01 00:00:00;137,06;;2012-02-29 00:00:00;111,39;;2012-02-29 00:00:00;107,29
2012-03-01 00:00:00;112,16;;2012-04-24 00:00:00;110,88;;2019-11-04 00:00:00;137,07;;2012-03-01 00:00:00;111,16;;2012-03-01 00:00:00;107,25
2012-03-02 00:00:00;112,77;;2012-04-25 00:00:00;110,8;;2019-11-05 00:00:00;136,85;;2012-03-02 00:00:00;111,53;;2012-03-02 00:00:00;107,34
2012-03-05 00:00:00;112,59;;2012-04-26 00:00:00;111;;2019-11-06 00:00:00;136,74;;2012-03-05 00:00:00;111,35;;2012-03-05 00:00:00;107,3
2012-03-06 00:00:00;112,94;;2012-04-27 00:00:00;111,19;;2019-11-07 00:00:00;135,68;;2012-03-06 00:00:00;111,56;;2012-03-06 00:00:00;107,35
2012-03-07 00:00:00;112,94;;2012-04-30 00:00:00;111,3;;2019-11-08 00:00:00;135,19;;2012-03-07 00:00:00;111,55;;2012-03-07 00:00:00;107,39
2012-03-08 00:00:00;112,76;;2012-05-01 00:00:00;111,04;;2019-11-11 00:00:00;134,49;;2012-03-08 00:00:00;111,53;;2012-03-08 00:00:00;107,38
2012-03-09 00:00:00;112,88;;2012-05-02 00:00:00;111,22;;2019-11-12 00:00:00;134,93;;2012-03-09 00:00:00;111,62;;2012-03-09 00:00:00;107,39
2012-03-12 00:00:00;113,19;;2012-05-03 00:00:00;111,22;;2019-11-13 00:00:00;134,78;;2012-03-12 00:00:00;111,73;;2012-03-12 00:00:00;107,4
2012-03-13 00:00:00;112,67;;2012-05-04 00:00:00;111,6;;2019-11-14 00:00:00;134,17;;2012-03-13 00:00:00;111,49;;2012-03-13 00:00:00;107,34
2012-03-14 00:00:00;111,51;;2012-05-07 00:00:00;111,6;;2019-11-15 00:00:00;134,87;;2012-03-14 00:00:00;110,84;;2012-03-14 00:00:00;107,21
2012-03-15 00:00:00;111,25;;2012-05-08 00:00:00;111,84;;2019-11-18 00:00:00;135,13;;2012-03-15 00:00:00;110,61;;2012-03-15 00:00:00;107,13
2012-03-16 00:00:00;110,41;;2012-05-09 00:00:00;111,82;;2019-11-19 00:00:00;134,8;;2012-03-16 00:00:00;110,13;;2012-03-16 00:00:00;107,02
2012-03-19 00:00:00;110,53;;2012-05-10 00:00:00;111,72;;2019-11-20 00:00:00;135,2;;2012-03-19 00:00:00;110,17;;2012-03-19 00:00:00;107,03
2012-03-20 00:00:00;110,56;;2012-05-11 00:00:00;111,97;;2019-11-21 00:00:00;135,47;;2012-03-20 00:00:00;110,2;;2012-03-20 00:00:00;107,03
2012-03-21 00:00:00;111,12;;2012-05-14 00:00:00;112,26;;2019-11-22 00:00:00;135,31;;2012-03-21 00:00:00;110,56;;2012-03-21 00:00:00;107,13
2012-03-22 00:00:00;111,74;;2012-05-15 00:00:00;112,22;;2019-11-25 00:00:00;135,56;;2012-03-22 00:00:00;110,88;;2012-03-22 00:00:00;107,19
2012-03-23 00:00:00;111,99;;2012-05-16 00:00:00;112,26;;2019-11-26 00:00:00;135,34;;2012-03-23 00:00:00;111,01;;2012-03-23 00:00:00;107,26
2012-03-26 00:00:00;111,46;;2012-05-17 00:00:00;112,55;;2019-11-27 00:00:00;134,69;;2012-03-26 00:00:00;110,79;;2012-03-26 00:00:00;107,22
2012-03-27 00:00:00;111,92;;2012-05-18 00:00:00;112,59;;2019-11-28 00:00:00;134,62;;2012-03-27 00:00:00;111,05;;2012-03-27 00:00:00;107,27
2012-03-28 00:00:00;112,37;;2012-05-21 00:00:00;112,43;;2019-11-29 00:00:00;134,67;;2012-03-28 00:00:00;111,28;;2012-03-28 00:00:00;107,3
2012-03-29 00:00:00;112,74;;2012-05-22 00:00:00;112,17;;2019-12-02 00:00:00;133,5;;2012-03-29 00:00:00;111,47;;2012-03-29 00:00:00;107,34
2012-03-30 00:00:00;112,88;;2012-05-23 00:00:00;112,57;;2019-12-03 00:00:00;134,02;;2012-03-30 00:00:00;111,5;;2012-03-30 00:00:00;107,32
2012-04-02 00:00:00;112,83;;2012-05-24 00:00:00;112,36;;2019-12-04 00:00:00;134,1;;2012-04-02 00:00:00;111,47;;2012-04-02 00:00:00;107,32
2012-04-03 00:00:00;112,72;;2012-05-25 00:00:00;112,55;;2019-12-05 00:00:00;133,08;;2012-04-03 00:00:00;111,45;;2012-04-03 00:00:00;107,32
2012-04-04 00:00:00;112,83;;2012-05-29 00:00:00;112,6;;2019-12-06 00:00:00;133,39;;2012-04-04 00:00:00;111,57;;2012-04-04 00:00:00;107,35
2012-04-05 00:00:00;113,42;;2012-05-30 00:00:00;113,31;;2019-12-09 00:00:00;134,13;;2012-04-05 00:00:00;111,94;;2012-04-05 00:00:00;107,46
2012-04-10 00:00:00;114,38;;2012-05-31 00:00:00;113,51;;2019-12-10 00:00:00;134,41;;2012-04-10 00:00:00;112,44;;2012-04-10 00:00:00;107,56
2012-04-11 00:00:00;113,97;;2012-06-01 00:00:00;114,14;;2019-12-11 00:00:00;134,79;;2012-04-11 00:00:00;112,1;;2012-04-11 00:00:00;107,45
2012-04-12 00:00:00;113,85;;2012-06-04 00:00:00;113,59;;2019-12-12 00:00:00;134,48;;2012-04-12 00:00:00;112,04;;2012-04-12 00:00:00;107,45
2012-04-13 00:00:00;114,41;;2012-06-05 00:00:00;113,41;;2019-12-13 00:00:00;135,33;;2012-04-13 00:00:00;112,25;;2012-04-13 00:00:00;107,5
2012-04-16 00:00:00;114,43;;2012-06-06 00:00:00;112,9;;2019-12-16 00:00:00;135,09;;2012-04-16 00:00:00;112,19;;2012-04-16 00:00:00;107,45
2012-04-17 00:00:00;114,08;;2012-06-07 00:00:00;112,99;;2019-12-17 00:00:00;135,34;;2012-04-17 00:00:00;112,05;;2012-04-17 00:00:00;107,44
2012-04-18 00:00:00;114,41;;2012-06-08 00:00:00;113,03;;2019-12-18 00:00:00;134,62;;2012-04-18 00:00:00;112,21;;2012-04-18 00:00:00;107,48
2012-04-19 00:00:00;114,62;;2012-06-11 00:00:00;113,28;;2019-12-19 00:00:00;133,96;;2012-04-19 00:00:00;112,29;;2012-04-19 00:00:00;107,49
2012-04-20 00:00:00;114,43;;2012-06-12 00:00:00;112,84;;2019-12-20 00:00:00;133,75;;2012-04-20 00:00:00;112,16;;2012-04-20 00:00:00;107,47
2012-04-23 00:00:00;115,17;;2012-06-13 00:00:00;113,22;;2019-12-23 00:00:00;133,6;;2012-04-23 00:00:00;112,51;;2012-04-23 00:00:00;107,55
2012-04-24 00:00:00;114,62;;2012-06-14 00:00:00;113,05;;2019-12-27 00:00:00;134,17;;2012-04-24 00:00:00;112,21;;2012-04-24 00:00:00;107,49
2012-04-25 00:00:00;114,28;;2012-06-15 00:00:00;113,26;;2019-12-30 00:00:00;133,79;;2012-04-25 00:00:00;112,1;;2012-04-25 00:00:00;107,5
2012-04-26 00:00:00;114,87;;2012-06-18 00:00:00;113,19;;2020-01-02 00:00:00;133,72;;2012-04-26 00:00:00;112,44;;2012-04-26 00:00:00;107,57
2012-04-27 00:00:00;114,69;;2012-06-19 00:00:00;113,03;;2020-01-03 00:00:00;134,56;;2012-04-27 00:00:00;112,38;;2012-04-27 00:00:00;107,55
2012-04-30 00:00:00;115;;2012-06-20 00:00:00;112,8;;2020-01-06 00:00:00;134,52;;2012-04-30 00:00:00;112,57;;2012-04-30 00:00:00;107,58
2012-05-02 00:00:00;115,53;;2012-06-21 00:00:00;112,93;;2020-01-07 00:00:00;134,09;;2012-05-02 00:00:00;112,79;;2012-05-02 00:00:00;107,59
