DATE;RX1 Comdty;;DATE;TY1 Comdty;;DATE;IK1 Comdty;;DATE;OE1 Comdty;;DATE;DU1 Comdty
2002-01-04 00:00:00;72,05;;2002-01-04 00:00:00;62,21;;2009-09-15 00:00:00;65,37;;2002-01-04 00:00:00;81,15;;2002-01-04 00:00:00;94,51
2002-01-07 00:00:00;72,69;;2002-01-07 00:00:00;62,66;;2009-09-16 00:00:00;65,35;;2002-01-07 00:00:00;81,56;;2002-01-07 00:00:00;94,63
2002-01-08 00:00:00;72,54;;2002-01-08 00:00:00;62,64;;2009-09-17 00:00:00;65,26;;2002-01-08 00:00:00;81,47;;2002-01-08 00:00:00;94,59
2002-01-09 00:00:00;72,32;;2002-01-09 00:00:00;62,66;;2009-09-18 00:00:00;65,31;;2002-01-09 00:00:00;81,28;;2002-01-09 00:00:00;94,44
2002-01-10 00:00:00;72,62;;2002-01-10 00:00:00;63,09;;2009-09-21 00:00:00;65,18;;2002-01-10 00:00:00;81,37;;2002-01-10 00:00:00;94,44
2002-01-11 00:00:00;72,89;;2002-01-11 00:00:00;63,45;;2009-09-22 00:00:00;65,14;;2002-01-11 00:00:00;81,52;;2002-01-11 00:00:00;94,49
2002-01-14 00:00:00;73,13;;2002-01-14 00:00:00;63,5;;2009-09-23 00:00:00;65,13;;2002-01-14 00:00:00;81,7;;2002-01-14 00:00:00;94,59
2002-01-15 00:00:00;73,15;;2002-01-15 00:00:00;63,67;;2009-09-24 00:00:00;65,46;;2002-01-15 00:00:00;81,66;;2002-01-15 00:00:00;94,53
2002-01-16 00:00:00;73,03;;2002-01-16 00:00:00;63,64;;2009-09-25 00:00:00;65,65;;2002-01-16 00:00:00;81,63;;2002-01-16 00:00:00;94,53
2002-01-17 00:00:00;72,78;;2002-01-17 00:00:00;63,25;;2009-09-28 00:00:00;65,64;;2002-01-17 00:00:00;81,51;;2002-01-17 00:00:00;94,44
2002-01-18 00:00:00;72,84;;2002-01-18 00:00:00;63,45;;2009-09-29 00:00:00;65,67;;2002-01-18 00:00:00;81,58;;2002-01-18 00:00:00;94,5
2002-01-21 00:00:00;72,93;;2002-01-22 00:00:00;63,41;;2009-09-30 00:00:00;65,64;;2002-01-21 00:00:00;81,63;;2002-01-21 00:00:00;94,52
2002-01-22 00:00:00;72,65;;2002-01-23 00:00:00;63,02;;2009-10-01 00:00:00;65,61;;2002-01-22 00:00:00;81,37;;2002-01-22 00:00:00;94,34
2002-01-23 00:00:00;72,86;;2002-01-24 00:00:00;62,89;;2009-10-02 00:00:00;65,89;;2002-01-23 00:00:00;81,47;;2002-01-23 00:00:00;94,37
2002-01-24 00:00:00;72,44;;2002-01-25 00:00:00;62,74;;2009-10-05 00:00:00;66,04;;2002-01-24 00:00:00;81,15;;2002-01-24 00:00:00;94,19
2002-01-25 00:00:00;71,89;;2002-01-28 00:00:00;62,76;;2009-10-06 00:00:00;65,99;;2002-01-25 00:00:00;80,66;;2002-01-25 00:00:00;94,03
2002-01-28 00:00:00;72,01;;2002-01-29 00:00:00;63,23;;2009-10-07 00:00:00;66,21;;2002-01-28 00:00:00;80,73;;2002-01-28 00:00:00;94,08
2002-01-29 00:00:00;72,19;;2002-01-30 00:00:00;63,25;;2009-10-08 00:00:00;66,3;;2002-01-29 00:00:00;80,93;;2002-01-29 00:00:00;94,19
2002-01-30 00:00:00;72,28;;2002-01-31 00:00:00;63;;2009-10-09 00:00:00;65,98;;2002-01-30 00:00:00;80,96;;2002-01-30 00:00:00;94,21
2002-01-31 00:00:00;72,42;;2002-02-01 00:00:00;63,22;;2009-10-12 00:00:00;66,03;;2002-01-31 00:00:00;80,96;;2002-01-31 00:00:00;94,19
2002-02-01 00:00:00;72,52;;2002-02-04 00:00:00;63,6;;2009-10-13 00:00:00;65,96;;2002-02-01 00:00:00;81,08;;2002-02-01 00:00:00;94,24
2002-02-04 00:00:00;72,8;;2002-02-05 00:00:00;63,64;;2009-10-14 00:00:00;65,73;;2002-02-04 00:00:00;81,35;;2002-02-04 00:00:00;94,37
2002-02-05 00:00:00;72,87;;2002-02-06 00:00:00;63,52;;2009-10-15 00:00:00;65,4;;2002-02-05 00:00:00;81,41;;2002-02-05 00:00:00;94,41
2002-02-06 00:00:00;72,77;;2002-02-07 00:00:00;63,4;;2009-10-16 00:00:00;65,49;;2002-02-06 00:00:00;81,39;;2002-02-06 00:00:00;94,43
2002-02-07 00:00:00;72,26;;2002-02-08 00:00:00;63,64;;2009-10-19 00:00:00;65,56;;2002-02-07 00:00:00;81,04;;2002-02-07 00:00:00;94,26
2002-02-08 00:00:00;72,38;;2002-02-11 00:00:00;63,56;;2009-10-20 00:00:00;65,88;;2002-02-08 00:00:00;81,17;;2002-02-08 00:00:00;94,31
2002-02-11 00:00:00;72,31;;2002-02-12 00:00:00;63,26;;2009-10-21 00:00:00;65,59;;2002-02-11 00:00:00;81,11;;2002-02-11 00:00:00;94,29
2002-02-12 00:00:00;72,13;;2002-02-13 00:00:00;63,14;;2009-10-22 00:00:00;65,63;;2002-02-12 00:00:00;81;;2002-02-12 00:00:00;94,24
2002-02-13 00:00:00;72;;2002-02-14 00:00:00;63,31;;2009-10-23 00:00:00;65,44;;2002-02-13 00:00:00;80,83;;2002-02-13 00:00:00;94,16
2002-02-14 00:00:00;72,2;;2002-02-15 00:00:00;63,71;;2009-10-26 00:00:00;65,49;;2002-02-14 00:00:00;80,93;;2002-02-14 00:00:00;94,21
2002-02-15 00:00:00;72,44;;2002-02-19 00:00:00;63,64;;2009-10-27 00:00:00;65,93;;2002-02-15 00:00:00;81,11;;2002-02-15 00:00:00;94,32
2002-02-18 00:00:00;72,42;;2002-02-20 00:00:00;63,66;;2009-10-28 00:00:00;66,01;;2002-02-18 00:00:00;81,12;;2002-02-18 00:00:00;94,31
2002-02-19 00:00:00;72,24;;2002-02-21 00:00:00;63,7;;2009-10-29 00:00:00;65,73;;2002-02-19 00:00:00;80,99;;2002-02-19 00:00:00;94,25
2002-02-20 00:00:00;72,3;;2002-02-22 00:00:00;63,9;;2009-10-30 00:00:00;66,09;;2002-02-20 00:00:00;81,08;;2002-02-20 00:00:00;94,3
2002-02-21 00:00:00;72,11;;2002-02-25 00:00:00;63,8;;2009-11-02 00:00:00;66,17;;2002-02-21 00:00:00;80,95;;2002-02-21 00:00:00;94,23
2002-02-22 00:00:00;72,46;;2002-02-26 00:00:00;63,52;;2009-11-03 00:00:00;66,08;;2002-02-22 00:00:00;81,27;;2002-02-22 00:00:00;94,35
2002-02-25 00:00:00;72,19;;2002-02-27 00:00:00;63,98;;2009-11-04 00:00:00;65,94;;2002-02-25 00:00:00;81,05;;2002-02-25 00:00:00;94,27
2002-02-26 00:00:00;72,06;;2002-02-28 00:00:00;63,81;;2009-11-05 00:00:00;65,89;;2002-02-26 00:00:00;80,96;;2002-02-26 00:00:00;94,24
2002-02-27 00:00:00;72,17;;2002-03-01 00:00:00;63,38;;2009-11-06 00:00:00;65,87;;2002-02-27 00:00:00;81,01;;2002-02-27 00:00:00;94,25
2002-02-28 00:00:00;72,34;;2002-03-04 00:00:00;63,27;;2009-11-09 00:00:00;66,12;;2002-02-28 00:00:00;81,14;;2002-02-28 00:00:00;94,32
2002-03-01 00:00:00;71,98;;2002-03-05 00:00:00;63,25;;2009-11-10 00:00:00;66,41;;2002-03-01 00:00:00;80,9;;2002-03-01 00:00:00;94,21
2002-03-04 00:00:00;71,85;;2002-03-06 00:00:00;63,13;;2009-11-11 00:00:00;66,4;;2002-03-04 00:00:00;80,82;;2002-03-04 00:00:00;94,17
2002-03-05 00:00:00;71,62;;2002-03-07 00:00:00;62,41;;2009-11-12 00:00:00;66,34;;2002-03-05 00:00:00;80,63;;2002-03-05 00:00:00;94,14
2002-03-06 00:00:00;71,28;;2002-03-08 00:00:00;62,01;;2009-11-13 00:00:00;66,1;;2002-03-06 00:00:00;80,44;;2002-03-06 00:00:00;94,13
2002-03-07 00:00:00;71,1;;2002-03-11 00:00:00;62,02;;2009-11-16 00:00:00;66,25;;2002-03-07 00:00:00;80,18;;2002-03-07 00:00:00;93,93
2002-03-08 00:00:00;71,08;;2002-03-12 00:00:00;62,1;;2009-11-17 00:00:00;66,48;;2002-03-08 00:00:00;80,12;;2002-03-08 00:00:00;93,89
2002-03-11 00:00:00;71,17;;2002-03-13 00:00:00;62,34;;2009-11-18 00:00:00;66,39;;2002-03-11 00:00:00;80,19;;2002-03-11 00:00:00;93,9
2002-03-12 00:00:00;71,15;;2002-03-14 00:00:00;61,73;;2009-11-19 00:00:00;66,33;;2002-03-12 00:00:00;80,24;;2002-03-12 00:00:00;93,92
2002-03-13 00:00:00;71,07;;2002-03-15 00:00:00;61,94;;2009-11-20 00:00:00;66,31;;2002-03-13 00:00:00;80,22;;2002-03-13 00:00:00;93,95
2002-03-14 00:00:00;70,92;;2002-03-18 00:00:00;62,14;;2009-11-23 00:00:00;66,34;;2002-03-14 00:00:00;80,13;;2002-03-14 00:00:00;93,89
2002-03-15 00:00:00;70,91;;2002-03-19 00:00:00;62,04;;2009-11-24 00:00:00;66,43;;2002-03-15 00:00:00;80,08;;2002-03-15 00:00:00;93,85
2002-03-18 00:00:00;71,03;;2002-03-20 00:00:00;61,72;;2009-11-25 00:00:00;66,38;;2002-03-18 00:00:00;80,12;;2002-03-18 00:00:00;93,84
2002-03-19 00:00:00;71,07;;2002-03-21 00:00:00;61,84;;2009-11-26 00:00:00;66,44;;2002-03-19 00:00:00;80,15;;2002-03-19 00:00:00;93,84
2002-03-20 00:00:00;70,86;;2002-03-22 00:00:00;61,81;;2009-11-27 00:00:00;66,5;;2002-03-20 00:00:00;80,03;;2002-03-20 00:00:00;93,79
2002-03-21 00:00:00;70,99;;2002-03-25 00:00:00;61,75;;2009-11-30 00:00:00;66,65;;2002-03-21 00:00:00;80,07;;2002-03-21 00:00:00;93,79
2002-03-22 00:00:00;70,78;;2002-03-26 00:00:00;62,05;;2009-12-01 00:00:00;66,83;;2002-03-22 00:00:00;79,89;;2002-03-22 00:00:00;93,71
2002-03-25 00:00:00;70,66;;2002-03-27 00:00:00;62,09;;2009-12-02 00:00:00;66,9;;2002-03-25 00:00:00;79,83;;2002-03-25 00:00:00;93,67
2002-03-26 00:00:00;70,92;;2002-03-28 00:00:00;61,81;;2009-12-03 00:00:00;66,86;;2002-03-26 00:00:00;80;;2002-03-26 00:00:00;93,77
2002-03-27 00:00:00;70,94;;2002-04-01 00:00:00;61,82;;2009-12-04 00:00:00;66,77;;2002-03-27 00:00:00;80,03;;2002-03-27 00:00:00;93,79
2002-03-28 00:00:00;70,77;;2002-04-02 00:00:00;62,19;;2009-12-07 00:00:00;67,12;;2002-03-28 00:00:00;79,89;;2002-03-28 00:00:00;93,71
2002-04-02 00:00:00;70,87;;2002-04-03 00:00:00;62,53;;2009-12-08 00:00:00;67,04;;2002-04-02 00:00:00;80,05;;2002-04-02 00:00:00;93,79
2002-04-03 00:00:00;71,09;;2002-04-04 00:00:00;62,54;;2009-12-09 00:00:00;66,83;;2002-04-03 00:00:00;80,22;;2002-04-03 00:00:00;93,88
2002-04-04 00:00:00;71,4;;2002-04-05 00:00:00;62,88;;2009-12-10 00:00:00;66,74;;2002-04-04 00:00:00;80,41;;2002-04-04 00:00:00;93,95
2002-04-05 00:00:00;71,48;;2002-04-08 00:00:00;62,74;;2009-12-11 00:00:00;66,73;;2002-04-05 00:00:00;80,5;;2002-04-05 00:00:00;94,01
2002-04-08 00:00:00;71,24;;2002-04-09 00:00:00;62,88;;2009-12-14 00:00:00;66,84;;2002-04-08 00:00:00;80,37;;2002-04-08 00:00:00;94
2002-04-09 00:00:00;71,3;;2002-04-10 00:00:00;62,81;;2009-12-15 00:00:00;66,71;;2002-04-09 00:00:00;80,43;;2002-04-09 00:00:00;94,03
2002-04-10 00:00:00;71,22;;2002-04-11 00:00:00;62,9;;2009-12-16 00:00:00;66,88;;2002-04-10 00:00:00;80,34;;2002-04-10 00:00:00;94,02
2002-04-11 00:00:00;71,45;;2002-04-12 00:00:00;63,15;;2009-12-17 00:00:00;67,11;;2002-04-11 00:00:00;80,45;;2002-04-11 00:00:00;94,04
2002-04-12 00:00:00;71,42;;2002-04-15 00:00:00;63,27;;2009-12-18 00:00:00;67,05;;2002-04-12 00:00:00;80,45;;2002-04-12 00:00:00;94,06
2002-04-15 00:00:00;71,63;;2002-04-16 00:00:00;63,1;;2009-12-21 00:00:00;66,79;;2002-04-15 00:00:00;80,67;;2002-04-15 00:00:00;94,16
2002-04-16 00:00:00;71,27;;2002-04-17 00:00:00;62,93;;2009-12-22 00:00:00;66,79;;2002-04-16 00:00:00;80,32;;2002-04-16 00:00:00;93,99
2002-04-17 00:00:00;71,15;;2002-04-18 00:00:00;62,99;;2009-12-23 00:00:00;66,77;;2002-04-17 00:00:00;80,38;;2002-04-17 00:00:00;94,06
2002-04-18 00:00:00;71,22;;2002-04-19 00:00:00;63,06;;2009-12-28 00:00:00;66,59;;2002-04-18 00:00:00;80,47;;2002-04-18 00:00:00;94,13
2002-04-19 00:00:00;71,15;;2002-04-22 00:00:00;63,19;;2009-12-29 00:00:00;66,39;;2002-04-19 00:00:00;80,32;;2002-04-19 00:00:00;94,05
2002-04-22 00:00:00;71,36;;2002-04-23 00:00:00;63,2;;2009-12-30 00:00:00;66,22;;2002-04-22 00:00:00;80,52;;2002-04-22 00:00:00;94,15
2002-04-23 00:00:00;71,21;;2002-04-24 00:00:00;63,52;;2010-01-04 00:00:00;66,48;;2002-04-23 00:00:00;80,44;;2002-04-23 00:00:00;94,11
2002-04-24 00:00:00;71,44;;2002-04-25 00:00:00;63,6;;2010-01-05 00:00:00;66,49;;2002-04-24 00:00:00;80,57;;2002-04-24 00:00:00;94,19
2002-04-25 00:00:00;71,69;;2002-04-26 00:00:00;63,77;;2010-01-06 00:00:00;66,41;;2002-04-25 00:00:00;80,82;;2002-04-25 00:00:00;94,32
2002-04-26 00:00:00;71,79;;2002-04-29 00:00:00;63,62;;2010-01-07 00:00:00;66,57;;2002-04-26 00:00:00;80,87;;2002-04-26 00:00:00;94,35
2002-04-29 00:00:00;71,54;;2002-04-30 00:00:00;63,69;;2010-01-08 00:00:00;66,67;;2002-04-29 00:00:00;80,7;;2002-04-29 00:00:00;94,26
2002-04-30 00:00:00;71,58;;2002-05-01 00:00:00;63,84;;2010-01-11 00:00:00;66,78;;2002-04-30 00:00:00;80,7;;2002-04-30 00:00:00;94,27
2002-05-02 00:00:00;71,33;;2002-05-02 00:00:00;63,59;;2010-01-12 00:00:00;66,8;;2002-05-02 00:00:00;80,45;;2002-05-02 00:00:00;94,12
2002-05-03 00:00:00;71,78;;2002-05-03 00:00:00;63,86;;2010-01-13 00:00:00;66,63;;2002-05-03 00:00:00;80,8;;2002-05-03 00:00:00;94,26
2002-05-06 00:00:00;71,67;;2002-05-06 00:00:00;63,78;;2010-01-14 00:00:00;66,59;;2002-05-06 00:00:00;80,71;;2002-05-06 00:00:00;94,24
2002-05-07 00:00:00;71,74;;2002-05-07 00:00:00;63,85;;2010-01-15 00:00:00;66,7;;2002-05-07 00:00:00;80,76;;2002-05-07 00:00:00;94,26
2002-05-08 00:00:00;71,42;;2002-05-08 00:00:00;63,25;;2010-01-18 00:00:00;66,82;;2002-05-08 00:00:00;80,51;;2002-05-08 00:00:00;94,14
2002-05-09 00:00:00;71,26;;2002-05-09 00:00:00;63,44;;2010-01-19 00:00:00;66,81;;2002-05-09 00:00:00;80,41;;2002-05-09 00:00:00;94,09
2002-05-10 00:00:00;71,34;;2002-05-10 00:00:00;63,76;;2010-01-20 00:00:00;66,77;;2002-05-10 00:00:00;80,44;;2002-05-10 00:00:00;94,08
2002-05-13 00:00:00;71,2;;2002-05-13 00:00:00;63,38;;2010-01-21 00:00:00;66,71;;2002-05-13 00:00:00;80,3;;2002-05-13 00:00:00;94
2002-05-14 00:00:00;70,97;;2002-05-14 00:00:00;63,02;;2010-01-22 00:00:00;66,77;;2002-05-14 00:00:00;80,13;;2002-05-14 00:00:00;93,89
2002-05-15 00:00:00;70,98;;2002-05-15 00:00:00;63,18;;2010-01-25 00:00:00;66,94;;2002-05-15 00:00:00;80,14;;2002-05-15 00:00:00;93,88
2002-05-16 00:00:00;71,1;;2002-05-16 00:00:00;63,5;;2010-01-26 00:00:00;67,08;;2002-05-16 00:00:00;80,26;;2002-05-16 00:00:00;93,92
2002-05-17 00:00:00;71;;2002-05-17 00:00:00;63,24;;2010-01-27 00:00:00;66,77;;2002-05-17 00:00:00;80,21;;2002-05-17 00:00:00;93,86
2002-05-20 00:00:00;71,34;;2002-05-20 00:00:00;63,52;;2010-01-28 00:00:00;66,45;;2002-05-20 00:00:00;80,4;;2002-05-20 00:00:00;93,94
2002-05-21 00:00:00;71,38;;2002-05-21 00:00:00;63,72;;2010-01-29 00:00:00;66,61;;2002-05-21 00:00:00;80,47;;2002-05-21 00:00:00;94,04
2002-05-22 00:00:00;71,46;;2002-05-22 00:00:00;63,95;;2010-02-01 00:00:00;66,94;;2002-05-22 00:00:00;80,56;;2002-05-22 00:00:00;94,08
2002-05-23 00:00:00;71,71;;2002-05-23 00:00:00;63,79;;2010-02-02 00:00:00;66,92;;2002-05-23 00:00:00;80,71;;2002-05-23 00:00:00;94,14
2002-05-24 00:00:00;71,49;;2002-05-24 00:00:00;63,91;;2010-02-03 00:00:00;66,81;;2002-05-24 00:00:00;80,57;;2002-05-24 00:00:00;94,07
2002-05-27 00:00:00;71,38;;2002-05-28 00:00:00;63,96;;2010-02-04 00:00:00;66,9;;2002-05-27 00:00:00;80,48;;2002-05-27 00:00:00;94,03
2002-05-28 00:00:00;71,49;;2002-05-29 00:00:00;64,22;;2010-02-05 00:00:00;66,89;;2002-05-28 00:00:00;80,58;;2002-05-28 00:00:00;94,06
2002-05-29 00:00:00;71,59;;2002-05-30 00:00:00;64,45;;2010-02-08 00:00:00;66,77;;2002-05-29 00:00:00;80,64;;2002-05-29 00:00:00;94,1
2002-05-30 00:00:00;71,71;;2002-05-31 00:00:00;64,39;;2010-02-09 00:00:00;67;;2002-05-30 00:00:00;80,74;;2002-05-30 00:00:00;94,16
2002-05-31 00:00:00;71,43;;2002-06-03 00:00:00;64,43;;2010-02-10 00:00:00;67,2;;2002-05-31 00:00:00;80,54;;2002-05-31 00:00:00;94,06
2002-06-03 00:00:00;71,71;;2002-06-04 00:00:00;64,54;;2010-02-11 00:00:00;67,1;;2002-06-03 00:00:00;80,71;;2002-06-03 00:00:00;94,11
2002-06-04 00:00:00;71,85;;2002-06-05 00:00:00;64,45;;2010-02-12 00:00:00;67,01;;2002-06-04 00:00:00;80,89;;2002-06-04 00:00:00;94,24
2002-06-05 00:00:00;71,76;;2002-06-06 00:00:00;64,6;;2010-02-15 00:00:00;66,96;;2002-06-05 00:00:00;80,77;;2002-06-05 00:00:00;94,19
2002-06-06 00:00:00;71,8;;2002-06-07 00:00:00;64,44;;2010-02-16 00:00:00;66,99;;2002-06-06 00:00:00;80,84;;2002-06-06 00:00:00;94,24
2002-06-07 00:00:00;71,74;;2002-06-10 00:00:00;64,53;;2010-02-17 00:00:00;67,1;;2002-06-07 00:00:00;80,84;;2002-06-07 00:00:00;94,26
2002-06-10 00:00:00;71,85;;2002-06-11 00:00:00;64,74;;2010-02-18 00:00:00;66,97;;2002-06-10 00:00:00;80,94;;2002-06-10 00:00:00;94,28
2002-06-11 00:00:00;71,86;;2002-06-12 00:00:00;64,9;;2010-02-19 00:00:00;66,87;;2002-06-11 00:00:00;80,96;;2002-06-11 00:00:00;94,31
2002-06-12 00:00:00;72,05;;2002-06-13 00:00:00;65,08;;2010-02-22 00:00:00;66,88;;2002-06-12 00:00:00;81,09;;2002-06-12 00:00:00;94,37
2002-06-13 00:00:00;72,31;;2002-06-14 00:00:00;65,52;;2010-02-23 00:00:00;67,21;;2002-06-13 00:00:00;81,28;;2002-06-13 00:00:00;94,45
2002-06-14 00:00:00;72,59;;2002-06-17 00:00:00;65,29;;2010-02-24 00:00:00;67,27;;2002-06-14 00:00:00;81,56;;2002-06-14 00:00:00;94,57
2002-06-17 00:00:00;72,4;;2002-06-18 00:00:00;65,34;;2010-02-25 00:00:00;67,12;;2002-06-17 00:00:00;81,41;;2002-06-17 00:00:00;94,52
2002-06-18 00:00:00;72,58;;2002-06-19 00:00:00;65,87;;2010-02-26 00:00:00;67,48;;2002-06-18 00:00:00;81,51;;2002-06-18 00:00:00;94,53
2002-06-19 00:00:00;72,76;;2002-06-20 00:00:00;65,4;;2010-03-01 00:00:00;67,58;;2002-06-19 00:00:00;81,61;;2002-06-19 00:00:00;94,59
2002-06-20 00:00:00;72,58;;2002-06-21 00:00:00;65,76;;2010-03-02 00:00:00;67,58;;2002-06-20 00:00:00;81,46;;2002-06-20 00:00:00;94,55
2002-06-21 00:00:00;72,74;;2002-06-24 00:00:00;65,45;;2010-03-03 00:00:00;67,61;;2002-06-21 00:00:00;81,55;;2002-06-21 00:00:00;94,59
2002-06-24 00:00:00;72,89;;2002-06-25 00:00:00;65,48;;2010-03-04 00:00:00;67,72;;2002-06-24 00:00:00;81,7;;2002-06-24 00:00:00;94,7
2002-06-25 00:00:00;72,67;;2002-06-26 00:00:00;66,02;;2010-03-05 00:00:00;67,73;;2002-06-25 00:00:00;81,54;;2002-06-25 00:00:00;94,61
2002-06-26 00:00:00;73,09;;2002-06-27 00:00:00;65,58;;2010-03-08 00:00:00;67,75;;2002-06-26 00:00:00;81,82;;2002-06-26 00:00:00;94,77
2002-06-27 00:00:00;72,9;;2002-06-28 00:00:00;65,53;;2010-03-09 00:00:00;67,91;;2002-06-27 00:00:00;81,71;;2002-06-27 00:00:00;94,72
2002-06-28 00:00:00;72,77;;2002-07-01 00:00:00;65,56;;2010-03-10 00:00:00;67,93;;2002-06-28 00:00:00;81,71;;2002-06-28 00:00:00;94,76
2002-07-01 00:00:00;72,71;;2002-07-02 00:00:00;65,95;;2010-03-11 00:00:00;67,78;;2002-07-01 00:00:00;81,71;;2002-07-01 00:00:00;94,8
2002-07-02 00:00:00;73,02;;2002-07-03 00:00:00;65,9;;2010-03-12 00:00:00;67,82;;2002-07-02 00:00:00;81,94;;2002-07-02 00:00:00;94,89
2002-07-03 00:00:00;72,85;;2002-07-05 00:00:00;65,4;;2010-03-15 00:00:00;67,87;;2002-07-03 00:00:00;81,83;;2002-07-03 00:00:00;94,83
2002-07-04 00:00:00;72,64;;2002-07-08 00:00:00;65,63;;2010-03-16 00:00:00;67,96;;2002-07-04 00:00:00;81,68;;2002-07-04 00:00:00;94,76
2002-07-05 00:00:00;72,42;;2002-07-09 00:00:00;65,96;;2010-03-17 00:00:00;68,1;;2002-07-05 00:00:00;81,51;;2002-07-05 00:00:00;94,63
2002-07-08 00:00:00;72,58;;2002-07-10 00:00:00;66,4;;2010-03-18 00:00:00;67,89;;2002-07-08 00:00:00;81,64;;2002-07-08 00:00:00;94,73
2002-07-09 00:00:00;72,57;;2002-07-11 00:00:00;66,51;;2010-03-19 00:00:00;67,88;;2002-07-09 00:00:00;81,64;;2002-07-09 00:00:00;94,72
2002-07-10 00:00:00;72,91;;2002-07-12 00:00:00;66,62;;2010-03-22 00:00:00;68,04;;2002-07-10 00:00:00;81,91;;2002-07-10 00:00:00;94,88
2002-07-11 00:00:00;73,12;;2002-07-15 00:00:00;66,57;;2010-03-23 00:00:00;68,18;;2002-07-11 00:00:00;82,05;;2002-07-11 00:00:00;94,95
2002-07-12 00:00:00;73,31;;2002-07-16 00:00:00;66,21;;2010-03-24 00:00:00;68,13;;2002-07-12 00:00:00;82,15;;2002-07-12 00:00:00;95,01
2002-07-15 00:00:00;73,48;;2002-07-17 00:00:00;66,47;;2010-03-25 00:00:00;68,09;;2002-07-15 00:00:00;82,28;;2002-07-15 00:00:00;95,1
2002-07-16 00:00:00;73,2;;2002-07-18 00:00:00;66,71;;2010-03-26 00:00:00;68,24;;2002-07-16 00:00:00;82,07;;2002-07-16 00:00:00;94,99
2002-07-17 00:00:00;73,25;;2002-07-19 00:00:00;66,89;;2010-03-29 00:00:00;68,32;;2002-07-17 00:00:00;82,12;;2002-07-17 00:00:00;95,02
2002-07-18 00:00:00;73,24;;2002-07-22 00:00:00;67,32;;2010-03-30 00:00:00;68,43;;2002-07-18 00:00:00;82,1;;2002-07-18 00:00:00;94,99
2002-07-19 00:00:00;73,46;;2002-07-23 00:00:00;67,51;;2010-03-31 00:00:00;68,54;;2002-07-19 00:00:00;82,29;;2002-07-19 00:00:00;95,11
2002-07-22 00:00:00;73,71;;2002-07-24 00:00:00;67,63;;2010-04-01 00:00:00;68,7;;2002-07-22 00:00:00;82,48;;2002-07-22 00:00:00;95,21
2002-07-23 00:00:00;73,57;;2002-07-25 00:00:00;67,73;;2010-04-06 00:00:00;68,33;;2002-07-23 00:00:00;82,4;;2002-07-23 00:00:00;95,17
2002-07-24 00:00:00;74,12;;2002-07-26 00:00:00;67,86;;2010-04-07 00:00:00;68,43;;2002-07-24 00:00:00;82,81;;2002-07-24 00:00:00;95,36
2002-07-25 00:00:00;73,98;;2002-07-29 00:00:00;67,18;;2010-04-08 00:00:00;68,53;;2002-07-25 00:00:00;82,75;;2002-07-25 00:00:00;95,33
2002-07-26 00:00:00;74,12;;2002-07-30 00:00:00;67,05;;2010-04-09 00:00:00;68,46;;2002-07-26 00:00:00;82,88;;2002-07-26 00:00:00;95,44
2002-07-29 00:00:00;73,73;;2002-07-31 00:00:00;67,59;;2010-04-12 00:00:00;68,55;;2002-07-29 00:00:00;82,54;;2002-07-29 00:00:00;95,24
2002-07-30 00:00:00;73,67;;2002-08-01 00:00:00;67,86;;2010-04-13 00:00:00;68,57;;2002-07-30 00:00:00;82,55;;2002-07-30 00:00:00;95,26
2002-07-31 00:00:00;74;;2002-08-02 00:00:00;68,52;;2010-04-14 00:00:00;68,52;;2002-07-31 00:00:00;82,83;;2002-07-31 00:00:00;95,42
2002-08-01 00:00:00;74,3;;2002-08-05 00:00:00;68,68;;2010-04-15 00:00:00;68,59;;2002-08-01 00:00:00;83,08;;2002-08-01 00:00:00;95,56
2002-08-02 00:00:00;74,76;;2002-08-06 00:00:00;68,06;;2010-04-16 00:00:00;68,69;;2002-08-02 00:00:00;83,52;;2002-08-02 00:00:00;95,77
2002-08-05 00:00:00;75,05;;2002-08-07 00:00:00;68,49;;2010-04-19 00:00:00;68,69;;2002-08-05 00:00:00;83,73;;2002-08-05 00:00:00;95,9
2002-08-06 00:00:00;74,76;;2002-08-08 00:00:00;68,1;;2010-04-20 00:00:00;68,58;;2002-08-06 00:00:00;83,43;;2002-08-06 00:00:00;95,68
2002-08-07 00:00:00;75,03;;2002-08-09 00:00:00;68,73;;2010-04-21 00:00:00;68,44;;2002-08-07 00:00:00;83,63;;2002-08-07 00:00:00;95,81
2002-08-08 00:00:00;74,88;;2002-08-12 00:00:00;68,86;;2010-04-22 00:00:00;68,26;;2002-08-08 00:00:00;83,53;;2002-08-08 00:00:00;95,76
2002-08-09 00:00:00;75,01;;2002-08-13 00:00:00;69,24;;2010-04-23 00:00:00;68,18;;2002-08-09 00:00:00;83,5;;2002-08-09 00:00:00;95,7
2002-08-12 00:00:00;75,18;;2002-08-14 00:00:00;69,19;;2010-04-26 00:00:00;68,16;;2002-08-12 00:00:00;83,58;;2002-08-12 00:00:00;95,69
2002-08-13 00:00:00;75,35;;2002-08-15 00:00:00;68,76;;2010-04-27 00:00:00;67,92;;2002-08-13 00:00:00;83,7;;2002-08-13 00:00:00;95,75
2002-08-14 00:00:00;75,56;;2002-08-16 00:00:00;68,14;;2010-04-28 00:00:00;67,45;;2002-08-14 00:00:00;83,77;;2002-08-14 00:00:00;95,74
