02.08.2310-du1-60-1-gru-sigmoid-30-8-neural_sortino-ratio,-0.3628992986574139
02.08.2310-du1-60-1-gru-sigmoid-30-8-neural_gross-return,-0.6652636391917355
02.08.2310-du1-60-1-gru-sigmoid-30-8-neural_maximal-drawdown,-2.3047763841508715
02.08.2310-du1-60-1-gru-sigmoid-30-8-neural_tp,161
02.08.2310-du1-60-1-gru-sigmoid-30-8-neural_fp,166
02.08.2310-du1-60-1-gru-sigmoid-30-8-neural_tn,57
02.08.2310-du1-60-1-gru-sigmoid-30-8-neural_fn,84
02.08.2310-du1-60-1-gru-sigmoid-30-8-neural_accuracy,46.58119658119658
02.08.2310-du1-60-1-gru-sigmoid-30-8-neural_tpr,65.71428571428571
02.08.2310-du1-60-1-gru-sigmoid-30-8-neural_tnr,25.56053811659193
02.08.2310-du1-60-1-gru-sigmoid-30-8-neural_ppv,49.235474006116206
02.08.2310-du1-60-1-gru-sigmoid-30-8-neural_npv,40.42553191489361
